ts_code,code,name,area,industry,market,exchange,is_hs
000001.SZ,000001,平安银行,深圳,银行,主板,SZSE,S
000002.SZ,000002,万科A,深圳,全国地产,主板,SZSE,S
000004.SZ,000004,国农科技,深圳,生物制药,主板,SZSE,N
000005.SZ,000005,世纪星源,深圳,房产服务,主板,SZSE,N
000006.SZ,000006,深振业A,深圳,区域地产,主板,SZSE,S
000007.SZ,000007,全新好,深圳,酒店餐饮,主板,SZSE,N
000008.SZ,000008,神州高铁,北京,运输设备,主板,SZSE,S
000009.SZ,000009,中国宝安,深圳,综合类,主板,SZSE,S
000010.SZ,000010,美丽生态,深圳,建筑施工,主板,SZSE,N
000011.SZ,000011,深物业A,深圳,区域地产,主板,SZSE,S
000012.SZ,000012,南玻A,深圳,玻璃,主板,SZSE,S
000014.SZ,000014,沙河股份,深圳,全国地产,主板,SZSE,N
000016.SZ,000016,深康佳A,深圳,家用电器,主板,SZSE,S
000017.SZ,000017,深中华A,深圳,文教休闲,主板,SZSE,N
000018.SZ,000018,神州长城,深圳,装修装饰,主板,SZSE,N
000019.SZ,000019,深深宝A,深圳,软饮料,主板,SZSE,N
000020.SZ,000020,深华发A,深圳,元器件,主板,SZSE,N
000021.SZ,000021,深科技,深圳,电脑设备,主板,SZSE,S
000023.SZ,000023,深天地A,深圳,其他建材,主板,SZSE,N
000025.SZ,000025,特力A,深圳,汽车服务,主板,SZSE,S
000026.SZ,000026,飞亚达A,深圳,其他商业,主板,SZSE,N
000027.SZ,000027,深圳能源,深圳,火力发电,主板,SZSE,S
000028.SZ,000028,国药一致,深圳,医药商业,主板,SZSE,S
000029.SZ,000029,深深房A,深圳,区域地产,主板,SZSE,S
000030.SZ,000030,富奥股份,吉林,汽车配件,主板,SZSE,S
000031.SZ,000031,中粮地产,深圳,全国地产,主板,SZSE,S
000032.SZ,000032,深桑达A,深圳,元器件,主板,SZSE,N
000034.SZ,000034,神州数码,深圳,综合类,主板,SZSE,S
000035.SZ,000035,中国天楹,江苏,环境保护,主板,SZSE,S
000036.SZ,000036,华联控股,深圳,全国地产,主板,SZSE,S
000037.SZ,000037,深南电A,深圳,火力发电,主板,SZSE,N
000038.SZ,000038,深大通,深圳,广告包装,主板,SZSE,N
000039.SZ,000039,中集集团,深圳,轻工机械,主板,SZSE,S
000040.SZ,000040,东旭蓝天,深圳,新型电力,主板,SZSE,S
000042.SZ,000042,中洲控股,深圳,全国地产,主板,SZSE,S
000043.SZ,000043,中航善达,深圳,房产服务,主板,SZSE,N
000045.SZ,000045,深纺织A,深圳,纺织,主板,SZSE,N
000046.SZ,000046,泛海控股,北京,全国地产,主板,SZSE,S
000048.SZ,000048,*ST康达,深圳,饲料,主板,SZSE,N
000049.SZ,000049,德赛电池,深圳,电气设备,主板,SZSE,N
000050.SZ,000050,深天马A,深圳,元器件,主板,SZSE,S
000055.SZ,000055,方大集团,深圳,其他建材,主板,SZSE,N
000056.SZ,000056,皇庭国际,深圳,房产服务,主板,SZSE,N
000058.SZ,000058,深赛格,深圳,元器件,主板,SZSE,N
000059.SZ,000059,华锦股份,辽宁,石油加工,主板,SZSE,S
000060.SZ,000060,中金岭南,深圳,铅锌,主板,SZSE,S
000061.SZ,000061,农产品,深圳,农业综合,主板,SZSE,S
000062.SZ,000062,深圳华强,深圳,批发业,主板,SZSE,S
000063.SZ,000063,中兴通讯,深圳,通信设备,主板,SZSE,S
000065.SZ,000065,北方国际,北京,建筑施工,主板,SZSE,S
000066.SZ,000066,中国长城,深圳,电脑设备,主板,SZSE,S
000068.SZ,000068,华控赛格,深圳,元器件,主板,SZSE,N
000069.SZ,000069,华侨城A,深圳,旅游景点,主板,SZSE,S
000070.SZ,000070,特发信息,深圳,通信设备,主板,SZSE,N
000078.SZ,000078,海王生物,深圳,生物制药,主板,SZSE,S
000088.SZ,000088,盐田港,深圳,港口,主板,SZSE,S
000089.SZ,000089,深圳机场,深圳,机场,主板,SZSE,S
000090.SZ,000090,天健集团,深圳,建筑施工,主板,SZSE,S
000096.SZ,000096,广聚能源,深圳,石油贸易,主板,SZSE,N
000099.SZ,000099,中信海直,深圳,空运,主板,SZSE,N
000100.SZ,000100,TCL集团,广东,家用电器,主板,SZSE,S
000150.SZ,000150,宜华健康,广东,医疗保健,主板,SZSE,S
000151.SZ,000151,中成股份,北京,商贸代理,主板,SZSE,N
000153.SZ,000153,丰原药业,安徽,化学制药,主板,SZSE,N
000155.SZ,000155,川能动力,四川,农药化肥,主板,SZSE,S
000156.SZ,000156,华数传媒,浙江,影视音像,主板,SZSE,S
000157.SZ,000157,中联重科,湖南,工程机械,主板,SZSE,S
000158.SZ,000158,常山北明,河北,纺织,主板,SZSE,S
000159.SZ,000159,国际实业,新疆,石油贸易,主板,SZSE,N
000166.SZ,000166,申万宏源,新疆,证券,主板,SZSE,S
000301.SZ,000301,东方盛虹,江苏,综合类,主板,SZSE,S
000333.SZ,000333,美的集团,广东,家用电器,主板,SZSE,S
000338.SZ,000338,潍柴动力,山东,汽车配件,主板,SZSE,S
000400.SZ,000400,许继电气,河南,电气设备,主板,SZSE,S
000401.SZ,000401,冀东水泥,河北,水泥,主板,SZSE,S
000402.SZ,000402,金融街,北京,全国地产,主板,SZSE,S
000403.SZ,000403,振兴生化,山西,生物制药,主板,SZSE,N
000404.SZ,000404,长虹华意,江西,专用机械,主板,SZSE,N
000407.SZ,000407,胜利股份,山东,供气供热,主板,SZSE,N
000408.SZ,000408,藏格控股,青海,农药化肥,主板,SZSE,N
000409.SZ,000409,*ST地矿,山东,综合类,主板,SZSE,N
000410.SZ,000410,沈阳机床,辽宁,机床制造,主板,SZSE,N
000411.SZ,000411,英特集团,浙江,医药商业,主板,SZSE,N
000413.SZ,000413,东旭光电,河北,元器件,主板,SZSE,S
000415.SZ,000415,渤海租赁,新疆,多元金融,主板,SZSE,S
000416.SZ,000416,民生控股,山东,多元金融,主板,SZSE,N
000417.SZ,000417,合肥百货,安徽,百货,主板,SZSE,N
000418.SZ,000418,小天鹅A,江苏,家用电器,主板,SZSE,S
000419.SZ,000419,通程控股,湖南,百货,主板,SZSE,N
000420.SZ,000420,吉林化纤,吉林,化纤,主板,SZSE,N
000421.SZ,000421,南京公用,江苏,供气供热,主板,SZSE,N
000422.SZ,000422,*ST宜化,湖北,农药化肥,主板,SZSE,N
000423.SZ,000423,东阿阿胶,山东,中成药,主板,SZSE,S
000425.SZ,000425,徐工机械,江苏,工程机械,主板,SZSE,S
000426.SZ,000426,兴业矿业,内蒙,铅锌,主板,SZSE,S
000428.SZ,000428,华天酒店,湖南,酒店餐饮,主板,SZSE,N
000429.SZ,000429,粤高速A,广东,路桥,主板,SZSE,S
000430.SZ,000430,张家界,湖南,旅游景点,主板,SZSE,N
000488.SZ,000488,晨鸣纸业,山东,造纸,主板,SZSE,S
000498.SZ,000498,山东路桥,山东,建筑施工,主板,SZSE,N
000501.SZ,000501,鄂武商A,湖北,百货,主板,SZSE,S
000502.SZ,000502,绿景控股,广东,医疗保健,主板,SZSE,N
000503.SZ,000503,国新健康,海南,医疗保健,主板,SZSE,S
000504.SZ,000504,南华生物,湖南,环境保护,主板,SZSE,N
000505.SZ,000505,京粮控股,海南,食品,主板,SZSE,N
000506.SZ,000506,中润资源,山东,区域地产,主板,SZSE,N
000507.SZ,000507,珠海港,广东,港口,主板,SZSE,S
000509.SZ,000509,华塑控股,四川,其他建材,主板,SZSE,N
000510.SZ,000510,金路集团,四川,化工原料,主板,SZSE,N
000513.SZ,000513,丽珠集团,广东,中成药,主板,SZSE,S
000514.SZ,000514,渝开发,重庆,区域地产,主板,SZSE,N
000516.SZ,000516,国际医学,陕西,百货,主板,SZSE,S
000517.SZ,000517,荣安地产,浙江,区域地产,主板,SZSE,S
000518.SZ,000518,四环生物,江苏,生物制药,主板,SZSE,N
000519.SZ,000519,中兵红箭,湖南,矿物制品,主板,SZSE,N
000520.SZ,000520,长航凤凰,湖北,水运,主板,SZSE,N
000521.SZ,000521,长虹美菱,安徽,家用电器,主板,SZSE,N
000523.SZ,000523,广州浪奇,广东,日用化工,主板,SZSE,N
000524.SZ,000524,岭南控股,广东,酒店餐饮,主板,SZSE,N
000525.SZ,000525,红太阳,江苏,农药化肥,主板,SZSE,S
000526.SZ,000526,紫光学大,福建,文教休闲,主板,SZSE,N
000528.SZ,000528,柳工,广西,工程机械,主板,SZSE,S
000529.SZ,000529,广弘控股,广东,食品,主板,SZSE,N
000530.SZ,000530,大冷股份,辽宁,机械基件,主板,SZSE,N
000531.SZ,000531,穗恒运A,广东,火力发电,主板,SZSE,N
000532.SZ,000532,华金资本,广东,元器件,主板,SZSE,N
000533.SZ,000533,万家乐,广东,电气设备,主板,SZSE,N
000534.SZ,000534,万泽股份,广东,区域地产,主板,SZSE,N
000536.SZ,000536,华映科技,福建,元器件,主板,SZSE,S
000537.SZ,000537,广宇发展,天津,区域地产,主板,SZSE,S
000538.SZ,000538,云南白药,云南,中成药,主板,SZSE,S
000539.SZ,000539,粤电力A,广东,火力发电,主板,SZSE,S
000540.SZ,000540,中天金融,贵州,多元金融,主板,SZSE,S
000541.SZ,000541,佛山照明,广东,家用电器,主板,SZSE,S
000543.SZ,000543,皖能电力,安徽,火力发电,主板,SZSE,S
000544.SZ,000544,中原环保,河南,环境保护,主板,SZSE,N
000545.SZ,000545,金浦钛业,吉林,化工原料,主板,SZSE,N
000546.SZ,000546,金圆股份,吉林,水泥,主板,SZSE,S
000547.SZ,000547,航天发展,福建,通信设备,主板,SZSE,S
000548.SZ,000548,湖南投资,湖南,路桥,主板,SZSE,N
000550.SZ,000550,江铃汽车,江西,汽车整车,主板,SZSE,S
000551.SZ,000551,创元科技,江苏,专用机械,主板,SZSE,N
000552.SZ,000552,靖远煤电,甘肃,煤炭开采,主板,SZSE,S
000553.SZ,000553,安道麦A,湖北,农药化肥,主板,SZSE,S
000554.SZ,000554,泰山石油,山东,石油贸易,主板,SZSE,N
000555.SZ,000555,神州信息,深圳,软件服务,主板,SZSE,S
000557.SZ,000557,西部创业,宁夏,铁路,主板,SZSE,N
000558.SZ,000558,莱茵体育,浙江,文教休闲,主板,SZSE,N
000559.SZ,000559,万向钱潮,浙江,汽车配件,主板,SZSE,S
000560.SZ,000560,我爱我家,云南,房产服务,主板,SZSE,S
000561.SZ,000561,烽火电子,陕西,通信设备,主板,SZSE,N
000563.SZ,000563,陕国投A,陕西,多元金融,主板,SZSE,S
000564.SZ,000564,供销大集,陕西,百货,主板,SZSE,S
000565.SZ,000565,渝三峡A,重庆,染料涂料,主板,SZSE,N
000566.SZ,000566,海南海药,海南,化学制药,主板,SZSE,N
000567.SZ,000567,海德股份,海南,多元金融,主板,SZSE,S
000568.SZ,000568,泸州老窖,四川,白酒,主板,SZSE,S
000570.SZ,000570,苏常柴A,江苏,机械基件,主板,SZSE,N
000571.SZ,000571,新大洲A,海南,综合类,主板,SZSE,N
000572.SZ,000572,海马汽车,海南,汽车整车,主板,SZSE,N
000573.SZ,000573,粤宏远A,广东,区域地产,主板,SZSE,N
000576.SZ,000576,广东甘化,广东,造纸,主板,SZSE,N
000581.SZ,000581,威孚高科,江苏,汽车配件,主板,SZSE,S
000582.SZ,000582,北部湾港,广西,港口,主板,SZSE,S
000584.SZ,000584,哈工智能,江苏,化纤,主板,SZSE,S
000585.SZ,000585,*ST东电,海南,电气设备,主板,SZSE,N
000586.SZ,000586,汇源通信,四川,通信设备,主板,SZSE,N
000587.SZ,000587,金洲慈航,黑龙江,批发业,主板,SZSE,S
000589.SZ,000589,黔轮胎A,贵州,汽车配件,主板,SZSE,N
000590.SZ,000590,启迪古汉,湖南,中成药,主板,SZSE,N
000591.SZ,000591,太阳能,重庆,新型电力,主板,SZSE,S
000592.SZ,000592,平潭发展,福建,林业,主板,SZSE,N
000593.SZ,000593,大通燃气,四川,供气供热,主板,SZSE,N
000595.SZ,000595,宝塔实业,宁夏,机械基件,主板,SZSE,N
000596.SZ,000596,古井贡酒,安徽,白酒,主板,SZSE,S
000597.SZ,000597,东北制药,辽宁,化学制药,主板,SZSE,S
000598.SZ,000598,兴蓉环境,四川,水务,主板,SZSE,S
000599.SZ,000599,青岛双星,山东,汽车配件,主板,SZSE,N
000600.SZ,000600,建投能源,河北,火力发电,主板,SZSE,S
000601.SZ,000601,韶能股份,广东,水力发电,主板,SZSE,N
000603.SZ,000603,盛达矿业,北京,铅锌,主板,SZSE,S
000605.SZ,000605,渤海股份,北京,水务,主板,SZSE,N
000606.SZ,000606,顺利办,青海,互联网,主板,SZSE,N
000607.SZ,000607,华媒控股,浙江,广告包装,主板,SZSE,N
000608.SZ,000608,阳光股份,广西,区域地产,主板,SZSE,N
000609.SZ,000609,中迪投资,北京,区域地产,主板,SZSE,N
000610.SZ,000610,西安旅游,陕西,旅游服务,主板,SZSE,N
000611.SZ,000611,天首发展,内蒙,纺织,主板,SZSE,N
000612.SZ,000612,焦作万方,河南,铝,主板,SZSE,N
000613.SZ,000613,大东海A,海南,旅游服务,主板,SZSE,N
000615.SZ,000615,京汉股份,湖北,全国地产,主板,SZSE,N
000616.SZ,000616,海航投资,辽宁,全国地产,主板,SZSE,N
000617.SZ,000617,中油资本,山东,多元金融,主板,SZSE,S
000619.SZ,000619,海螺型材,安徽,其他建材,主板,SZSE,N
000620.SZ,000620,新华联,北京,全国地产,主板,SZSE,S
000622.SZ,000622,恒立实业,湖南,汽车配件,主板,SZSE,N
000623.SZ,000623,吉林敖东,吉林,中成药,主板,SZSE,S
000625.SZ,000625,长安汽车,重庆,汽车整车,主板,SZSE,S
000626.SZ,000626,远大控股,江苏,商贸代理,主板,SZSE,N
000627.SZ,000627,天茂集团,湖北,保险,主板,SZSE,S
000628.SZ,000628,高新发展,四川,园区开发,主板,SZSE,N
000629.SZ,000629,攀钢钒钛,四川,小金属,主板,SZSE,N
000630.SZ,000630,铜陵有色,安徽,铜,主板,SZSE,S
000631.SZ,000631,顺发恒业,吉林,区域地产,主板,SZSE,S
000632.SZ,000632,三木集团,福建,综合类,主板,SZSE,N
000633.SZ,000633,合金投资,新疆,综合类,主板,SZSE,N
000635.SZ,000635,英力特,宁夏,化工原料,主板,SZSE,N
000636.SZ,000636,风华高科,广东,元器件,主板,SZSE,N
000637.SZ,000637,茂化实华,广东,石油加工,主板,SZSE,N
000638.SZ,000638,万方发展,辽宁,批发业,主板,SZSE,N
000639.SZ,000639,西王食品,山东,食品,主板,SZSE,S
000650.SZ,000650,仁和药业,江西,中成药,主板,SZSE,S
000651.SZ,000651,格力电器,广东,家用电器,主板,SZSE,S
000652.SZ,000652,泰达股份,天津,批发业,主板,SZSE,N
000655.SZ,000655,*ST金岭,山东,普钢,主板,SZSE,N
000656.SZ,000656,金科股份,重庆,区域地产,主板,SZSE,S
000657.SZ,000657,中钨高新,海南,小金属,主板,SZSE,S
000659.SZ,000659,珠海中富,广东,广告包装,主板,SZSE,N
000661.SZ,000661,长春高新,吉林,生物制药,主板,SZSE,S
000662.SZ,000662,天夏智慧,广西,软件服务,主板,SZSE,S
000663.SZ,000663,永安林业,福建,林业,主板,SZSE,N
000665.SZ,000665,湖北广电,湖北,影视音像,主板,SZSE,N
000666.SZ,000666,经纬纺机,北京,纺织机械,主板,SZSE,S
000667.SZ,000667,美好置业,云南,全国地产,主板,SZSE,N
000668.SZ,000668,荣丰控股,上海,区域地产,主板,SZSE,N
000669.SZ,000669,金鸿控股,吉林,供气供热,主板,SZSE,N
000670.SZ,000670,盈方微,湖北,元器件,主板,SZSE,N
000671.SZ,000671,阳光城,福建,区域地产,主板,SZSE,S
000672.SZ,000672,上峰水泥,甘肃,水泥,主板,SZSE,N
000673.SZ,000673,当代东方,山西,影视音像,主板,SZSE,S
000676.SZ,000676,智度股份,河南,互联网,主板,SZSE,S
000677.SZ,000677,恒天海龙,山东,化纤,主板,SZSE,N
000678.SZ,000678,襄阳轴承,湖北,机械基件,主板,SZSE,N
000679.SZ,000679,大连友谊,辽宁,百货,主板,SZSE,N
000680.SZ,000680,山推股份,山东,工程机械,主板,SZSE,N
000681.SZ,000681,视觉中国,江苏,互联网,主板,SZSE,S
000682.SZ,000682,东方电子,山东,电气设备,主板,SZSE,N
000683.SZ,000683,远兴能源,内蒙,化工原料,主板,SZSE,S
000685.SZ,000685,中山公用,广东,水务,主板,SZSE,S
000686.SZ,000686,东北证券,吉林,证券,主板,SZSE,S
000687.SZ,000687,华讯方舟,河北,通信设备,主板,SZSE,N
000688.SZ,000688,国城矿业,重庆,铅锌,主板,SZSE,S
000690.SZ,000690,宝新能源,广东,火力发电,主板,SZSE,S
000691.SZ,000691,亚太实业,甘肃,区域地产,主板,SZSE,N
000692.SZ,000692,惠天热电,辽宁,供气供热,主板,SZSE,N
000693.SZ,000693,*ST华泽,四川,小金属,主板,SZSE,N
000695.SZ,000695,滨海能源,天津,供气供热,主板,SZSE,N
000697.SZ,000697,炼石航空,陕西,航空,主板,SZSE,N
000698.SZ,000698,沈阳化工,辽宁,化工原料,主板,SZSE,N
000700.SZ,000700,模塑科技,江苏,汽车配件,主板,SZSE,N
000701.SZ,000701,厦门信达,福建,综合类,主板,SZSE,N
000702.SZ,000702,正虹科技,湖南,饲料,主板,SZSE,N
000703.SZ,000703,恒逸石化,广西,化纤,主板,SZSE,S
000705.SZ,000705,浙江震元,浙江,医药商业,主板,SZSE,N
000707.SZ,000707,*ST双环,湖北,化工原料,主板,SZSE,N
000708.SZ,000708,大冶特钢,湖北,特种钢,主板,SZSE,N
000709.SZ,000709,河钢股份,河北,普钢,主板,SZSE,S
000710.SZ,000710,贝瑞基因,四川,医疗保健,主板,SZSE,S
000711.SZ,000711,京蓝科技,黑龙江,软件服务,主板,SZSE,N
000712.SZ,000712,锦龙股份,广东,证券,主板,SZSE,S
000713.SZ,000713,丰乐种业,安徽,种植业,主板,SZSE,N
000715.SZ,000715,中兴商业,辽宁,百货,主板,SZSE,N
000716.SZ,000716,黑芝麻,广西,食品,主板,SZSE,N
000717.SZ,000717,韶钢松山,广东,普钢,主板,SZSE,S
000718.SZ,000718,苏宁环球,吉林,区域地产,主板,SZSE,S
000719.SZ,000719,中原传媒,河南,出版业,主板,SZSE,S
000720.SZ,000720,*ST新能,山东,火力发电,主板,SZSE,N
000721.SZ,000721,西安饮食,陕西,酒店餐饮,主板,SZSE,N
000722.SZ,000722,湖南发展,湖南,水力发电,主板,SZSE,N
000723.SZ,000723,美锦能源,山西,焦炭加工,主板,SZSE,S
000725.SZ,000725,京东方A,北京,元器件,主板,SZSE,S
000726.SZ,000726,鲁泰A,山东,纺织,主板,SZSE,N
000727.SZ,000727,华东科技,江苏,元器件,主板,SZSE,S
000728.SZ,000728,国元证券,安徽,证券,主板,SZSE,S
000729.SZ,000729,燕京啤酒,北京,啤酒,主板,SZSE,S
000731.SZ,000731,四川美丰,四川,农药化肥,主板,SZSE,N
000732.SZ,000732,泰禾集团,福建,区域地产,主板,SZSE,S
000733.SZ,000733,振华科技,贵州,元器件,主板,SZSE,S
000735.SZ,000735,罗牛山,海南,农业综合,主板,SZSE,S
000736.SZ,000736,中交地产,重庆,全国地产,主板,SZSE,N
000737.SZ,000737,*ST南风,山西,日用化工,主板,SZSE,N
000738.SZ,000738,航发控制,江苏,航空,主板,SZSE,S
000739.SZ,000739,普洛药业,浙江,化学制药,主板,SZSE,S
000750.SZ,000750,国海证券,广西,证券,主板,SZSE,S
000751.SZ,000751,锌业股份,辽宁,铅锌,主板,SZSE,N
000752.SZ,000752,西藏发展,西藏,啤酒,主板,SZSE,N
000753.SZ,000753,漳州发展,福建,汽车服务,主板,SZSE,N
000755.SZ,000755,山西路桥,山西,公路,主板,SZSE,N
000756.SZ,000756,新华制药,山东,化学制药,主板,SZSE,S
000757.SZ,000757,浩物股份,四川,汽车配件,主板,SZSE,N
000758.SZ,000758,中色股份,北京,铅锌,主板,SZSE,S
000759.SZ,000759,中百集团,湖北,超市连锁,主板,SZSE,N
000760.SZ,000760,斯太尔,湖北,汽车配件,主板,SZSE,N
000761.SZ,000761,本钢板材,辽宁,普钢,主板,SZSE,S
000762.SZ,000762,西藏矿业,西藏,小金属,主板,SZSE,N
000766.SZ,000766,通化金马,吉林,中成药,主板,SZSE,S
000767.SZ,000767,漳泽电力,山西,火力发电,主板,SZSE,S
000768.SZ,000768,中航飞机,陕西,航空,主板,SZSE,S
000776.SZ,000776,广发证券,广东,证券,主板,SZSE,S
000777.SZ,000777,中核科技,江苏,机械基件,主板,SZSE,N
000778.SZ,000778,新兴铸管,河北,钢加工,主板,SZSE,S
000779.SZ,000779,三毛派神,甘肃,纺织,主板,SZSE,N
000780.SZ,000780,平庄能源,内蒙,煤炭开采,主板,SZSE,N
000782.SZ,000782,美达股份,广东,化纤,主板,SZSE,N
000783.SZ,000783,长江证券,湖北,证券,主板,SZSE,S
000785.SZ,000785,武汉中商,湖北,百货,主板,SZSE,N
000786.SZ,000786,北新建材,北京,其他建材,主板,SZSE,S
000788.SZ,000788,北大医药,重庆,化学制药,主板,SZSE,N
000789.SZ,000789,万年青,江西,水泥,主板,SZSE,S
000790.SZ,000790,泰合健康,四川,中成药,主板,SZSE,N
000791.SZ,000791,甘肃电投,甘肃,水力发电,主板,SZSE,N
000792.SZ,000792,盐湖股份,青海,化工原料,主板,SZSE,N
000793.SZ,000793,华闻传媒,海南,出版业,主板,SZSE,S
000795.SZ,000795,英洛华,山西,矿物制品,主板,SZSE,N
000796.SZ,000796,凯撒旅游,陕西,旅游服务,主板,SZSE,S
000797.SZ,000797,中国武夷,福建,全国地产,主板,SZSE,S
000798.SZ,000798,中水渔业,北京,渔业,主板,SZSE,N
000799.SZ,000799,酒鬼酒,湖南,白酒,主板,SZSE,S
000800.SZ,000800,一汽轿车,吉林,汽车整车,主板,SZSE,S
000801.SZ,000801,四川九洲,四川,通信设备,主板,SZSE,N
000802.SZ,000802,北京文化,北京,影视音像,主板,SZSE,S
000803.SZ,000803,金宇车城,四川,纺织,主板,SZSE,N
000806.SZ,000806,银河生物,广西,生物制药,主板,SZSE,N
000807.SZ,000807,云铝股份,云南,铝,主板,SZSE,S
000809.SZ,000809,铁岭新城,辽宁,区域地产,主板,SZSE,N
000810.SZ,000810,创维数字,四川,家用电器,主板,SZSE,S
000811.SZ,000811,冰轮环境,山东,工程机械,主板,SZSE,N
000812.SZ,000812,陕西金叶,陕西,广告包装,主板,SZSE,N
000813.SZ,000813,德展健康,新疆,化学制药,主板,SZSE,N
000815.SZ,000815,美利云,宁夏,造纸,主板,SZSE,S
000816.SZ,000816,*ST慧业,江苏,农用机械,主板,SZSE,N
000818.SZ,000818,航锦科技,辽宁,化工原料,主板,SZSE,S
000819.SZ,000819,岳阳兴长,湖南,石油加工,主板,SZSE,N
000820.SZ,000820,神雾节能,辽宁,环境保护,主板,SZSE,N
000821.SZ,000821,京山轻机,湖北,轻工机械,主板,SZSE,N
000822.SZ,000822,山东海化,山东,化工原料,主板,SZSE,S
000823.SZ,000823,超声电子,广东,元器件,主板,SZSE,N
000825.SZ,000825,太钢不锈,山西,特种钢,主板,SZSE,S
000826.SZ,000826,启迪桑德,湖北,环境保护,主板,SZSE,S
000828.SZ,000828,东莞控股,广东,路桥,主板,SZSE,S
000829.SZ,000829,天音控股,江西,其他商业,主板,SZSE,S
000830.SZ,000830,鲁西化工,山东,农药化肥,主板,SZSE,S
000831.SZ,000831,五矿稀土,山西,小金属,主板,SZSE,S
000833.SZ,000833,粤桂股份,广西,造纸,主板,SZSE,N
000835.SZ,000835,长城动漫,四川,影视音像,主板,SZSE,N
000836.SZ,000836,富通鑫茂,天津,通信设备,主板,SZSE,N
000837.SZ,000837,秦川机床,陕西,机床制造,主板,SZSE,N
000838.SZ,000838,财信发展,重庆,区域地产,主板,SZSE,N
000839.SZ,000839,中信国安,北京,综合类,主板,SZSE,S
000848.SZ,000848,承德露露,河北,软饮料,主板,SZSE,S
000850.SZ,000850,华茂股份,安徽,纺织,主板,SZSE,N
000851.SZ,000851,高鸿股份,贵州,软件服务,主板,SZSE,N
000852.SZ,000852,石化机械,湖北,化工机械,主板,SZSE,N
000856.SZ,000856,冀东装备,河北,机械基件,主板,SZSE,N
000858.SZ,000858,五粮液,四川,白酒,主板,SZSE,S
000859.SZ,000859,国风塑业,安徽,塑料,主板,SZSE,N
000860.SZ,000860,顺鑫农业,北京,白酒,主板,SZSE,S
000861.SZ,000861,海印股份,广东,房产服务,主板,SZSE,N
000862.SZ,000862,银星能源,宁夏,新型电力,主板,SZSE,N
000863.SZ,000863,三湘印象,上海,区域地产,主板,SZSE,N
000868.SZ,000868,安凯客车,安徽,汽车整车,主板,SZSE,N
000869.SZ,000869,张裕A,山东,红黄药酒,主板,SZSE,S
000875.SZ,000875,吉电股份,吉林,火力发电,主板,SZSE,S
000876.SZ,000876,新希望,四川,饲料,主板,SZSE,S
000877.SZ,000877,天山股份,新疆,水泥,主板,SZSE,S
000878.SZ,000878,云南铜业,云南,铜,主板,SZSE,S
000880.SZ,000880,潍柴重机,山东,机械基件,主板,SZSE,N
000881.SZ,000881,中广核技,辽宁,综合类,主板,SZSE,S
000882.SZ,000882,华联股份,北京,百货,主板,SZSE,S
000883.SZ,000883,湖北能源,湖北,火力发电,主板,SZSE,S
000885.SZ,000885,城发环境,河南,公路,主板,SZSE,N
000886.SZ,000886,海南高速,海南,路桥,主板,SZSE,N
000887.SZ,000887,中鼎股份,安徽,橡胶,主板,SZSE,S
000888.SZ,000888,峨眉山A,四川,旅游景点,主板,SZSE,N
000889.SZ,000889,中嘉博创,河北,通信设备,主板,SZSE,S
000890.SZ,000890,法尔胜,江苏,钢加工,主板,SZSE,N
000892.SZ,000892,欢瑞世纪,重庆,影视音像,主板,SZSE,N
000893.SZ,000893,*ST东凌,广东,食品,主板,SZSE,N
000895.SZ,000895,双汇发展,河南,食品,主板,SZSE,S
000897.SZ,000897,津滨发展,天津,区域地产,主板,SZSE,N
000898.SZ,000898,鞍钢股份,辽宁,普钢,主板,SZSE,S
000899.SZ,000899,赣能股份,江西,火力发电,主板,SZSE,N
000900.SZ,000900,现代投资,湖南,路桥,主板,SZSE,S
000901.SZ,000901,航天科技,黑龙江,航空,主板,SZSE,S
000902.SZ,000902,新洋丰,湖北,农药化肥,主板,SZSE,S
000903.SZ,000903,云内动力,云南,机械基件,主板,SZSE,N
000905.SZ,000905,厦门港务,福建,港口,主板,SZSE,N
000906.SZ,000906,浙商中拓,浙江,批发业,主板,SZSE,N
000908.SZ,000908,景峰医药,湖南,化学制药,主板,SZSE,N
000909.SZ,000909,数源科技,浙江,综合类,主板,SZSE,N
000910.SZ,000910,大亚圣象,江苏,家居用品,主板,SZSE,S
000911.SZ,000911,南宁糖业,广西,食品,主板,SZSE,N
000912.SZ,000912,*ST天化,四川,农药化肥,主板,SZSE,N
000913.SZ,000913,钱江摩托,浙江,摩托车,主板,SZSE,N
000915.SZ,000915,山大华特,山东,化学制药,主板,SZSE,N
000917.SZ,000917,电广传媒,湖南,影视音像,主板,SZSE,N
000918.SZ,000918,嘉凯城,浙江,全国地产,主板,SZSE,S
000919.SZ,000919,金陵药业,江苏,化学制药,主板,SZSE,N
000920.SZ,000920,南方汇通,贵州,环境保护,主板,SZSE,N
000921.SZ,000921,海信家电,广东,家用电器,主板,SZSE,S
000922.SZ,000922,佳电股份,黑龙江,电气设备,主板,SZSE,N
000923.SZ,000923,河北宣工,河北,铜,主板,SZSE,N
000925.SZ,000925,众合科技,浙江,专用机械,主板,SZSE,N
000926.SZ,000926,福星股份,湖北,区域地产,主板,SZSE,S
000927.SZ,000927,一汽夏利,天津,汽车整车,主板,SZSE,N
000928.SZ,000928,中钢国际,吉林,建筑施工,主板,SZSE,S
000929.SZ,000929,兰州黄河,甘肃,啤酒,主板,SZSE,N
