ts_code,code,name,area,industry,market,exchange,is_hs
002394.SZ,002394,联发股份,江苏,纺织,中小板,SZSE,N
002395.SZ,002395,双象股份,江苏,塑料,中小板,SZSE,N
002396.SZ,002396,星网锐捷,福建,通信设备,中小板,SZSE,S
002397.SZ,002397,梦洁股份,湖南,纺织,中小板,SZSE,N
002398.SZ,002398,建研集团,福建,其他建材,中小板,SZSE,N
002399.SZ,002399,海普瑞,深圳,化学制药,中小板,SZSE,S
002400.SZ,002400,省广集团,广东,广告包装,中小板,SZSE,N
002401.SZ,002401,中远海科,上海,软件服务,中小板,SZSE,N
002402.SZ,002402,和而泰,深圳,元器件,中小板,SZSE,S
002403.SZ,002403,爱仕达,浙江,家用电器,中小板,SZSE,N
002404.SZ,002404,嘉欣丝绸,浙江,纺织,中小板,SZSE,N
002405.SZ,002405,四维图新,北京,软件服务,中小板,SZSE,S
002406.SZ,002406,远东传动,河南,汽车配件,中小板,SZSE,N
002407.SZ,002407,多氟多,河南,化工原料,中小板,SZSE,S
002408.SZ,002408,齐翔腾达,山东,化工原料,中小板,SZSE,S
002409.SZ,002409,雅克科技,江苏,化工原料,中小板,SZSE,S
002410.SZ,002410,广联达,北京,软件服务,中小板,SZSE,S
002411.SZ,002411,延安必康,陕西,化学制药,中小板,SZSE,S
002412.SZ,002412,汉森制药,湖南,中成药,中小板,SZSE,N
002413.SZ,002413,雷科防务,江苏,通信设备,中小板,SZSE,S
002414.SZ,002414,高德红外,湖北,电器仪表,中小板,SZSE,S
002415.SZ,002415,海康威视,浙江,电器仪表,中小板,SZSE,S
002416.SZ,002416,爱施德,深圳,电器连锁,中小板,SZSE,S
002417.SZ,002417,深南股份,江苏,多元金融,中小板,SZSE,N
002418.SZ,002418,康盛股份,浙江,机械基件,中小板,SZSE,N
002419.SZ,002419,天虹股份,深圳,百货,中小板,SZSE,S
002420.SZ,002420,毅昌股份,广东,塑料,中小板,SZSE,N
002421.SZ,002421,达实智能,深圳,软件服务,中小板,SZSE,S
002422.SZ,002422,科伦药业,四川,化学制药,中小板,SZSE,S
002423.SZ,002423,中原特钢,河南,特种钢,中小板,SZSE,N
002424.SZ,002424,贵州百灵,贵州,中成药,中小板,SZSE,S
002425.SZ,002425,凯撒文化,广东,互联网,中小板,SZSE,N
002426.SZ,002426,胜利精密,江苏,元器件,中小板,SZSE,S
002427.SZ,002427,*ST尤夫,浙江,化纤,中小板,SZSE,N
002428.SZ,002428,云南锗业,云南,小金属,中小板,SZSE,N
002429.SZ,002429,兆驰股份,深圳,家用电器,中小板,SZSE,S
002430.SZ,002430,杭氧股份,浙江,化工机械,中小板,SZSE,S
002431.SZ,002431,棕榈股份,广东,建筑施工,中小板,SZSE,S
002432.SZ,002432,九安医疗,天津,医疗保健,中小板,SZSE,N
002433.SZ,002433,太安堂,广东,中成药,中小板,SZSE,N
002434.SZ,002434,万里扬,浙江,汽车配件,中小板,SZSE,S
002435.SZ,002435,长江润发,江苏,化学制药,中小板,SZSE,N
002436.SZ,002436,兴森科技,深圳,元器件,中小板,SZSE,S
002437.SZ,002437,誉衡药业,黑龙江,化学制药,中小板,SZSE,S
002438.SZ,002438,江苏神通,江苏,机械基件,中小板,SZSE,N
002439.SZ,002439,启明星辰,北京,软件服务,中小板,SZSE,S
002440.SZ,002440,闰土股份,浙江,染料涂料,中小板,SZSE,S
002441.SZ,002441,众业达,广东,批发业,中小板,SZSE,N
002442.SZ,002442,龙星化工,河北,化工原料,中小板,SZSE,N
002443.SZ,002443,金洲管道,浙江,钢加工,中小板,SZSE,N
002444.SZ,002444,巨星科技,浙江,轻工机械,中小板,SZSE,S
002445.SZ,002445,ST中南,江苏,影视音像,中小板,SZSE,N
002446.SZ,002446,盛路通信,广东,通信设备,中小板,SZSE,N
002447.SZ,002447,晨鑫科技,辽宁,互联网,中小板,SZSE,N
002448.SZ,002448,中原内配,河南,汽车配件,中小板,SZSE,N
002449.SZ,002449,国星光电,广东,半导体,中小板,SZSE,S
002450.SZ,002450,ST康得新,江苏,化工原料,中小板,SZSE,N
002451.SZ,002451,摩恩电气,上海,电气设备,中小板,SZSE,N
002452.SZ,002452,长高集团,湖南,电气设备,中小板,SZSE,N
002453.SZ,002453,华软科技,江苏,化工原料,中小板,SZSE,N
002454.SZ,002454,松芝股份,上海,汽车配件,中小板,SZSE,N
002455.SZ,002455,百川股份,江苏,化工原料,中小板,SZSE,N
002456.SZ,002456,欧菲科技,深圳,元器件,中小板,SZSE,S
002457.SZ,002457,青龙管业,宁夏,塑料,中小板,SZSE,N
002458.SZ,002458,益生股份,山东,农业综合,中小板,SZSE,S
002459.SZ,002459,天业通联,河北,工程机械,中小板,SZSE,N
002460.SZ,002460,赣锋锂业,江西,小金属,中小板,SZSE,S
002461.SZ,002461,珠江啤酒,广东,啤酒,中小板,SZSE,S
002462.SZ,002462,嘉事堂,北京,医药商业,中小板,SZSE,N
002463.SZ,002463,沪电股份,江苏,元器件,中小板,SZSE,S
002464.SZ,002464,众应互联,江苏,互联网,中小板,SZSE,N
002465.SZ,002465,海格通信,广东,通信设备,中小板,SZSE,S
002466.SZ,002466,天齐锂业,四川,小金属,中小板,SZSE,S
002467.SZ,002467,二六三,北京,电信运营,中小板,SZSE,N
002468.SZ,002468,申通快递,浙江,仓储物流,中小板,SZSE,S
002469.SZ,002469,三维工程,山东,建筑施工,中小板,SZSE,N
002470.SZ,002470,金正大,山东,农药化肥,中小板,SZSE,S
002471.SZ,002471,中超控股,江苏,电气设备,中小板,SZSE,N
002472.SZ,002472,双环传动,浙江,机械基件,中小板,SZSE,N
002473.SZ,002473,*ST圣莱,浙江,家用电器,中小板,SZSE,N
002474.SZ,002474,榕基软件,福建,软件服务,中小板,SZSE,N
002475.SZ,002475,立讯精密,深圳,元器件,中小板,SZSE,S
002476.SZ,002476,宝莫股份,山东,化工原料,中小板,SZSE,N
002477.SZ,002477,雏鹰农牧,河南,农业综合,中小板,SZSE,S
002478.SZ,002478,常宝股份,江苏,钢加工,中小板,SZSE,N
002479.SZ,002479,富春环保,浙江,火力发电,中小板,SZSE,N
002480.SZ,002480,新筑股份,四川,机械基件,中小板,SZSE,N
002481.SZ,002481,双塔食品,山东,食品,中小板,SZSE,N
002482.SZ,002482,广田集团,深圳,装修装饰,中小板,SZSE,S
002483.SZ,002483,润邦股份,江苏,工程机械,中小板,SZSE,N
002484.SZ,002484,江海股份,江苏,元器件,中小板,SZSE,N
002485.SZ,002485,希努尔,山东,服饰,中小板,SZSE,N
002486.SZ,002486,嘉麟杰,上海,服饰,中小板,SZSE,N
002487.SZ,002487,大金重工,辽宁,钢加工,中小板,SZSE,N
002488.SZ,002488,金固股份,浙江,汽车配件,中小板,SZSE,S
002489.SZ,002489,浙江永强,浙江,家居用品,中小板,SZSE,S
002490.SZ,002490,山东墨龙,山东,化工机械,中小板,SZSE,S
002491.SZ,002491,通鼎互联,江苏,通信设备,中小板,SZSE,S
002492.SZ,002492,恒基达鑫,广东,仓储物流,中小板,SZSE,N
002493.SZ,002493,荣盛石化,浙江,化纤,中小板,SZSE,S
002494.SZ,002494,华斯股份,河北,服饰,中小板,SZSE,N
002495.SZ,002495,佳隆股份,广东,食品,中小板,SZSE,N
002496.SZ,002496,ST辉丰,江苏,农药化肥,中小板,SZSE,N
002497.SZ,002497,雅化集团,四川,化工原料,中小板,SZSE,S
002498.SZ,002498,汉缆股份,山东,电气设备,中小板,SZSE,S
002499.SZ,002499,科林环保,江苏,环境保护,中小板,SZSE,N
002500.SZ,002500,山西证券,山西,证券,中小板,SZSE,S
002501.SZ,002501,利源精制,吉林,铝,中小板,SZSE,S
002502.SZ,002502,骅威文化,广东,影视音像,中小板,SZSE,N
002503.SZ,002503,搜于特,广东,服饰,中小板,SZSE,S
002504.SZ,002504,弘高创意,北京,装修装饰,中小板,SZSE,N
002505.SZ,002505,大康农业,湖南,农业综合,中小板,SZSE,S
002506.SZ,002506,协鑫集成,上海,电气设备,中小板,SZSE,S
002507.SZ,002507,涪陵榨菜,重庆,食品,中小板,SZSE,S
002508.SZ,002508,老板电器,浙江,家用电器,中小板,SZSE,S
002509.SZ,002509,天广中茂,福建,专用机械,中小板,SZSE,S
002510.SZ,002510,天汽模,天津,汽车配件,中小板,SZSE,N
002511.SZ,002511,中顺洁柔,广东,造纸,中小板,SZSE,S
002512.SZ,002512,达华智能,福建,元器件,中小板,SZSE,S
002513.SZ,002513,蓝丰生化,江苏,农药化肥,中小板,SZSE,N
002514.SZ,002514,宝馨科技,江苏,机械基件,中小板,SZSE,N
002515.SZ,002515,金字火腿,浙江,食品,中小板,SZSE,N
002516.SZ,002516,旷达科技,江苏,纺织,中小板,SZSE,N
002517.SZ,002517,恺英网络,福建,互联网,中小板,SZSE,S
002518.SZ,002518,科士达,深圳,电器仪表,中小板,SZSE,N
002519.SZ,002519,银河电子,江苏,通信设备,中小板,SZSE,N
002520.SZ,002520,日发精机,浙江,机床制造,中小板,SZSE,N
002521.SZ,002521,齐峰新材,山东,造纸,中小板,SZSE,N
002522.SZ,002522,浙江众成,浙江,塑料,中小板,SZSE,S
002523.SZ,002523,天桥起重,湖南,工程机械,中小板,SZSE,N
002524.SZ,002524,光正集团,新疆,供气供热,中小板,SZSE,N
002526.SZ,002526,山东矿机,山东,工程机械,中小板,SZSE,N
002527.SZ,002527,新时达,上海,电器仪表,中小板,SZSE,N
002528.SZ,002528,英飞拓,深圳,电脑设备,中小板,SZSE,N
002529.SZ,002529,海源复材,福建,专用机械,中小板,SZSE,N
002530.SZ,002530,金财互联,江苏,专用机械,中小板,SZSE,S
002531.SZ,002531,天顺风能,江苏,电气设备,中小板,SZSE,S
002532.SZ,002532,新界泵业,浙江,农用机械,中小板,SZSE,N
002533.SZ,002533,金杯电工,湖南,电气设备,中小板,SZSE,N
002534.SZ,002534,杭锅股份,浙江,专用机械,中小板,SZSE,N
002535.SZ,002535,林州重机,河南,工程机械,中小板,SZSE,N
002536.SZ,002536,西泵股份,河南,汽车配件,中小板,SZSE,N
002537.SZ,002537,海联金汇,山东,汽车整车,中小板,SZSE,S
002538.SZ,002538,司尔特,安徽,农药化肥,中小板,SZSE,N
002539.SZ,002539,云图控股,四川,农药化肥,中小板,SZSE,N
002540.SZ,002540,亚太科技,江苏,铝,中小板,SZSE,S
002541.SZ,002541,鸿路钢构,安徽,钢加工,中小板,SZSE,N
002542.SZ,002542,中化岩土,北京,建筑施工,中小板,SZSE,S
002543.SZ,002543,万和电气,广东,家用电器,中小板,SZSE,S
002544.SZ,002544,杰赛科技,广东,软件服务,中小板,SZSE,S
002545.SZ,002545,东方铁塔,山东,钢加工,中小板,SZSE,S
002546.SZ,002546,新联电子,江苏,电气设备,中小板,SZSE,N
002547.SZ,002547,春兴精工,江苏,通信设备,中小板,SZSE,S
002548.SZ,002548,金新农,深圳,饲料,中小板,SZSE,N
002549.SZ,002549,凯美特气,湖南,环境保护,中小板,SZSE,N
002550.SZ,002550,千红制药,江苏,生物制药,中小板,SZSE,S
002551.SZ,002551,尚荣医疗,深圳,医疗保健,中小板,SZSE,N
002552.SZ,002552,*ST宝鼎,浙江,机械基件,中小板,SZSE,N
002553.SZ,002553,南方轴承,江苏,汽车配件,中小板,SZSE,N
002554.SZ,002554,惠博普,北京,石油开采,中小板,SZSE,N
002555.SZ,002555,三七互娱,安徽,互联网,中小板,SZSE,S
002556.SZ,002556,辉隆股份,安徽,其他商业,中小板,SZSE,N
002557.SZ,002557,洽洽食品,安徽,食品,中小板,SZSE,S
002558.SZ,002558,巨人网络,重庆,互联网,中小板,SZSE,S
002559.SZ,002559,亚威股份,江苏,机床制造,中小板,SZSE,N
002560.SZ,002560,通达股份,河南,电气设备,中小板,SZSE,N
002561.SZ,002561,徐家汇,上海,百货,中小板,SZSE,N
002562.SZ,002562,兄弟科技,浙江,化学制药,中小板,SZSE,N
002563.SZ,002563,森马服饰,浙江,服饰,中小板,SZSE,S
002564.SZ,002564,天沃科技,江苏,化工机械,中小板,SZSE,N
002565.SZ,002565,顺灏股份,上海,造纸,中小板,SZSE,N
002566.SZ,002566,益盛药业,吉林,中成药,中小板,SZSE,N
002567.SZ,002567,唐人神,湖南,饲料,中小板,SZSE,N
002568.SZ,002568,百润股份,上海,红黄药酒,中小板,SZSE,S
002569.SZ,002569,步森股份,浙江,服饰,中小板,SZSE,N
002570.SZ,002570,*ST因美,浙江,乳制品,中小板,SZSE,N
002571.SZ,002571,德力股份,安徽,玻璃,中小板,SZSE,N
002572.SZ,002572,索菲亚,广东,家居用品,中小板,SZSE,S
002573.SZ,002573,清新环境,北京,环境保护,中小板,SZSE,S
002574.SZ,002574,明牌珠宝,浙江,服饰,中小板,SZSE,N
002575.SZ,002575,群兴玩具,广东,文教休闲,中小板,SZSE,N
002576.SZ,002576,通达动力,江苏,电气设备,中小板,SZSE,N
002577.SZ,002577,雷柏科技,深圳,电脑设备,中小板,SZSE,N
002578.SZ,002578,闽发铝业,福建,铝,中小板,SZSE,N
002579.SZ,002579,中京电子,广东,元器件,中小板,SZSE,N
002580.SZ,002580,圣阳股份,山东,电气设备,中小板,SZSE,N
002581.SZ,002581,未名医药,山东,生物制药,中小板,SZSE,S
002582.SZ,002582,好想你,河南,食品,中小板,SZSE,N
002583.SZ,002583,海能达,深圳,通信设备,中小板,SZSE,S
002584.SZ,002584,西陇科学,广东,化工原料,中小板,SZSE,N
002585.SZ,002585,双星新材,江苏,塑料,中小板,SZSE,S
002586.SZ,002586,围海股份,浙江,建筑施工,中小板,SZSE,S
002587.SZ,002587,奥拓电子,深圳,元器件,中小板,SZSE,N
002588.SZ,002588,史丹利,山东,农药化肥,中小板,SZSE,N
002589.SZ,002589,瑞康医药,山东,医药商业,中小板,SZSE,S
002590.SZ,002590,万安科技,浙江,汽车配件,中小板,SZSE,N
002591.SZ,002591,恒大高新,江西,化工原料,中小板,SZSE,N
002592.SZ,002592,八菱科技,广西,汽车配件,中小板,SZSE,N
002593.SZ,002593,日上集团,福建,汽车配件,中小板,SZSE,N
002594.SZ,002594,比亚迪,深圳,汽车整车,中小板,SZSE,S
002595.SZ,002595,豪迈科技,山东,专用机械,中小板,SZSE,S
002596.SZ,002596,海南瑞泽,海南,其他建材,中小板,SZSE,S
002597.SZ,002597,金禾实业,安徽,化工原料,中小板,SZSE,S
002598.SZ,002598,山东章鼓,山东,机械基件,中小板,SZSE,N
002599.SZ,002599,盛通股份,北京,广告包装,中小板,SZSE,N
002600.SZ,002600,领益智造,广东,元器件,中小板,SZSE,S
002601.SZ,002601,龙蟒佰利,河南,化工原料,中小板,SZSE,S
002602.SZ,002602,世纪华通,浙江,汽车配件,中小板,SZSE,S
002603.SZ,002603,以岭药业,河北,中成药,中小板,SZSE,S
002604.SZ,002604,*ST龙力,山东,食品,中小板,SZSE,N
002605.SZ,002605,姚记扑克,上海,文教休闲,中小板,SZSE,N
002606.SZ,002606,大连电瓷,辽宁,电气设备,中小板,SZSE,N
002607.SZ,002607,亚夏汽车,安徽,汽车服务,中小板,SZSE,S
002608.SZ,002608,江苏国信,江苏,火力发电,中小板,SZSE,S
002609.SZ,002609,捷顺科技,深圳,软件服务,中小板,SZSE,S
002610.SZ,002610,爱康科技,江苏,电气设备,中小板,SZSE,S
002611.SZ,002611,东方精工,广东,轻工机械,中小板,SZSE,S
002612.SZ,002612,朗姿股份,北京,服饰,中小板,SZSE,N
002613.SZ,002613,北玻股份,河南,专用机械,中小板,SZSE,N
002614.SZ,002614,奥佳华,福建,医疗保健,中小板,SZSE,S
002615.SZ,002615,哈尔斯,浙江,家居用品,中小板,SZSE,N
002616.SZ,002616,长青集团,广东,环境保护,中小板,SZSE,N
002617.SZ,002617,露笑科技,浙江,电气设备,中小板,SZSE,S
002618.SZ,002618,丹邦科技,深圳,元器件,中小板,SZSE,S
002619.SZ,002619,艾格拉斯,浙江,互联网,中小板,SZSE,S
002620.SZ,002620,瑞和股份,深圳,装修装饰,中小板,SZSE,N
002621.SZ,002621,三垒股份,辽宁,专用机械,中小板,SZSE,N
002622.SZ,002622,融钰集团,吉林,电气设备,中小板,SZSE,N
002623.SZ,002623,亚玛顿,江苏,玻璃,中小板,SZSE,N
002624.SZ,002624,完美世界,浙江,影视音像,中小板,SZSE,S
002625.SZ,002625,光启技术,浙江,汽车配件,中小板,SZSE,S
002626.SZ,002626,金达威,福建,食品,中小板,SZSE,S
002627.SZ,002627,宜昌交运,湖北,公共交通,中小板,SZSE,N
002628.SZ,002628,成都路桥,四川,建筑施工,中小板,SZSE,N
002629.SZ,002629,仁智股份,浙江,石油开采,中小板,SZSE,N
002630.SZ,002630,华西能源,四川,专用机械,中小板,SZSE,S
002631.SZ,002631,德尔未来,江苏,家居用品,中小板,SZSE,N
002632.SZ,002632,道明光学,浙江,化工原料,中小板,SZSE,N
002633.SZ,002633,申科股份,浙江,机械基件,中小板,SZSE,N
002634.SZ,002634,棒杰股份,浙江,服饰,中小板,SZSE,N
002635.SZ,002635,安洁科技,江苏,电脑设备,中小板,SZSE,S
002636.SZ,002636,金安国纪,上海,元器件,中小板,SZSE,S
002637.SZ,002637,赞宇科技,浙江,日用化工,中小板,SZSE,N
002638.SZ,002638,勤上股份,广东,半导体,中小板,SZSE,N
002639.SZ,002639,雪人股份,福建,专用机械,中小板,SZSE,N
002640.SZ,002640,跨境通,山西,服饰,中小板,SZSE,S
002641.SZ,002641,永高股份,浙江,塑料,中小板,SZSE,N
002642.SZ,002642,荣之联,北京,软件服务,中小板,SZSE,N
002643.SZ,002643,万润股份,山东,化工原料,中小板,SZSE,S
002644.SZ,002644,佛慈制药,甘肃,中成药,中小板,SZSE,N
002645.SZ,002645,华宏科技,江苏,专用机械,中小板,SZSE,N
002646.SZ,002646,青青稞酒,青海,白酒,中小板,SZSE,N
002647.SZ,002647,仁东控股,浙江,多元金融,中小板,SZSE,N
002648.SZ,002648,卫星石化,浙江,化工原料,中小板,SZSE,S
002649.SZ,002649,博彦科技,北京,软件服务,中小板,SZSE,N
002650.SZ,002650,加加食品,湖南,食品,中小板,SZSE,N
002651.SZ,002651,利君股份,四川,专用机械,中小板,SZSE,N
002652.SZ,002652,扬子新材,江苏,其他建材,中小板,SZSE,N
002653.SZ,002653,海思科,西藏,化学制药,中小板,SZSE,S
002654.SZ,002654,万润科技,深圳,半导体,中小板,SZSE,N
002655.SZ,002655,共达电声,山东,元器件,中小板,SZSE,N
002656.SZ,002656,摩登大道,广东,服饰,中小板,SZSE,S
002657.SZ,002657,中科金财,北京,软件服务,中小板,SZSE,N
002658.SZ,002658,雪迪龙,北京,环境保护,中小板,SZSE,N
002659.SZ,002659,凯文教育,江苏,文教休闲,中小板,SZSE,S
002660.SZ,002660,茂硕电源,深圳,电气设备,中小板,SZSE,N
002661.SZ,002661,克明面业,湖南,食品,中小板,SZSE,N
002662.SZ,002662,京威股份,北京,汽车配件,中小板,SZSE,S
002663.SZ,002663,普邦股份,广东,建筑施工,中小板,SZSE,N
002664.SZ,002664,长鹰信质,浙江,汽车配件,中小板,SZSE,S
002665.SZ,002665,首航节能,北京,电气设备,中小板,SZSE,S
002666.SZ,002666,德联集团,广东,化工原料,中小板,SZSE,N
002667.SZ,002667,鞍重股份,辽宁,工程机械,中小板,SZSE,N
002668.SZ,002668,奥马电器,广东,家用电器,中小板,SZSE,S
002669.SZ,002669,康达新材,上海,化工原料,中小板,SZSE,N
002670.SZ,002670,国盛金控,广东,证券,中小板,SZSE,S
002671.SZ,002671,龙泉股份,山东,其他建材,中小板,SZSE,N
002672.SZ,002672,东江环保,广东,环境保护,中小板,SZSE,S
002673.SZ,002673,西部证券,陕西,证券,中小板,SZSE,S
002674.SZ,002674,兴业科技,福建,纺织,中小板,SZSE,N
002675.SZ,002675,东诚药业,山东,化学制药,中小板,SZSE,S
002676.SZ,002676,顺威股份,广东,塑料,中小板,SZSE,N
002677.SZ,002677,浙江美大,浙江,家用电器,中小板,SZSE,S
002678.SZ,002678,珠江钢琴,广东,文教休闲,中小板,SZSE,S
002679.SZ,002679,福建金森,福建,林业,中小板,SZSE,N
002680.SZ,002680,*ST长生,江苏,生物制药,中小板,SZSE,N
002681.SZ,002681,奋达科技,深圳,家用电器,中小板,SZSE,S
002682.SZ,002682,龙洲股份,福建,公路,中小板,SZSE,N
002683.SZ,002683,宏大爆破,广东,化工原料,中小板,SZSE,S
002684.SZ,002684,猛狮科技,广东,电气设备,中小板,SZSE,N
002685.SZ,002685,华东重机,江苏,工程机械,中小板,SZSE,S
002686.SZ,002686,亿利达,浙江,专用机械,中小板,SZSE,N
002687.SZ,002687,乔治白,浙江,服饰,中小板,SZSE,N
002688.SZ,002688,金河生物,内蒙,化学制药,中小板,SZSE,N
002689.SZ,002689,远大智能,辽宁,运输设备,中小板,SZSE,N
002690.SZ,002690,美亚光电,安徽,专用机械,中小板,SZSE,S
002691.SZ,002691,冀凯股份,河北,专用机械,中小板,SZSE,N
002692.SZ,002692,远程股份,江苏,电气设备,中小板,SZSE,N
002693.SZ,002693,双成药业,海南,化学制药,中小板,SZSE,N
002694.SZ,002694,顾地科技,湖北,塑料,中小板,SZSE,N
002695.SZ,002695,煌上煌,江西,食品,中小板,SZSE,S
002696.SZ,002696,百洋股份,广西,渔业,中小板,SZSE,N
002697.SZ,002697,红旗连锁,四川,超市连锁,中小板,SZSE,S
002698.SZ,002698,博实股份,黑龙江,化工机械,中小板,SZSE,S
002699.SZ,002699,美盛文化,浙江,服饰,中小板,SZSE,S
002700.SZ,002700,新疆浩源,新疆,供气供热,中小板,SZSE,N
002701.SZ,002701,奥瑞金,北京,广告包装,中小板,SZSE,S
002702.SZ,002702,海欣食品,福建,食品,中小板,SZSE,N
002703.SZ,002703,浙江世宝,浙江,汽车配件,中小板,SZSE,S
002705.SZ,002705,新宝股份,广东,家用电器,中小板,SZSE,N
002706.SZ,002706,良信电器,上海,电气设备,中小板,SZSE,N
002707.SZ,002707,众信旅游,北京,旅游服务,中小板,SZSE,S
002708.SZ,002708,光洋股份,江苏,汽车配件,中小板,SZSE,N
002709.SZ,002709,天赐材料,广东,化工原料,中小板,SZSE,S
002711.SZ,002711,欧浦智网,广东,仓储物流,中小板,SZSE,S
002712.SZ,002712,思美传媒,浙江,广告包装,中小板,SZSE,N
002713.SZ,002713,东易日盛,北京,装修装饰,中小板,SZSE,N
002714.SZ,002714,牧原股份,河南,农业综合,中小板,SZSE,S
002715.SZ,002715,登云股份,广东,汽车配件,中小板,SZSE,N
002716.SZ,002716,金贵银业,湖南,小金属,中小板,SZSE,S
002717.SZ,002717,岭南股份,广东,环境保护,中小板,SZSE,S
002718.SZ,002718,友邦吊顶,浙江,家居用品,中小板,SZSE,N
002719.SZ,002719,麦趣尔,新疆,乳制品,中小板,SZSE,N
002721.SZ,002721,金一文化,北京,服饰,中小板,SZSE,S
002722.SZ,002722,金轮股份,江苏,纺织机械,中小板,SZSE,N
002723.SZ,002723,金莱特,广东,家用电器,中小板,SZSE,N
002724.SZ,002724,海洋王,深圳,半导体,中小板,SZSE,N
002725.SZ,002725,跃岭股份,浙江,汽车配件,中小板,SZSE,N
002726.SZ,002726,龙大肉食,山东,食品,中小板,SZSE,N
002727.SZ,002727,一心堂,云南,医药商业,中小板,SZSE,S
002728.SZ,002728,特一药业,广东,中成药,中小板,SZSE,N
002729.SZ,002729,好利来,福建,元器件,中小板,SZSE,N
002730.SZ,002730,电光科技,浙江,电气设备,中小板,SZSE,N
002731.SZ,002731,萃华珠宝,辽宁,服饰,中小板,SZSE,N
002732.SZ,002732,燕塘乳业,广东,乳制品,中小板,SZSE,N
002733.SZ,002733,雄韬股份,深圳,电气设备,中小板,SZSE,N
002734.SZ,002734,利民股份,江苏,农药化肥,中小板,SZSE,N
002735.SZ,002735,王子新材,深圳,塑料,中小板,SZSE,N
002736.SZ,002736,国信证券,深圳,证券,中小板,SZSE,S
002737.SZ,002737,葵花药业,黑龙江,中成药,中小板,SZSE,S
002738.SZ,002738,中矿资源,北京,建筑施工,中小板,SZSE,N
002739.SZ,002739,万达电影,北京,影视音像,中小板,SZSE,S
002740.SZ,002740,爱迪尔,深圳,服饰,中小板,SZSE,N
002741.SZ,002741,光华科技,广东,化工原料,中小板,SZSE,S
002742.SZ,002742,三圣股份,重庆,其他建材,中小板,SZSE,N
002743.SZ,002743,富煌钢构,安徽,钢加工,中小板,SZSE,N
002745.SZ,002745,木林森,广东,半导体,中小板,SZSE,S
002746.SZ,002746,仙坛股份,山东,农业综合,中小板,SZSE,N
002747.SZ,002747,埃斯顿,江苏,机械基件,中小板,SZSE,S
002748.SZ,002748,世龙实业,江西,化工原料,中小板,SZSE,N
002749.SZ,002749,国光股份,四川,农药化肥,中小板,SZSE,N
002750.SZ,002750,龙津药业,云南,中成药,中小板,SZSE,N
002751.SZ,002751,易尚展示,深圳,家居用品,中小板,SZSE,N
002752.SZ,002752,昇兴股份,福建,广告包装,中小板,SZSE,S
002753.SZ,002753,永东股份,山西,化工原料,中小板,SZSE,N
002755.SZ,002755,东方新星,北京,建筑施工,中小板,SZSE,N
002756.SZ,002756,永兴特钢,浙江,特种钢,中小板,SZSE,N
002757.SZ,002757,南兴装备,广东,家居用品,中小板,SZSE,N
002758.SZ,002758,华通医药,浙江,医药商业,中小板,SZSE,N
002759.SZ,002759,天际股份,广东,家用电器,中小板,SZSE,N
002760.SZ,002760,凤形股份,安徽,机械基件,中小板,SZSE,N
002761.SZ,002761,多喜爱,湖南,纺织,中小板,SZSE,N
002762.SZ,002762,金发拉比,广东,服饰,中小板,SZSE,N
002763.SZ,002763,汇洁股份,深圳,服饰,中小板,SZSE,N
002765.SZ,002765,蓝黛传动,重庆,汽车配件,中小板,SZSE,N
002766.SZ,002766,索菱股份,深圳,汽车配件,中小板,SZSE,N
002767.SZ,002767,先锋电子,浙江,电器仪表,中小板,SZSE,N
002768.SZ,002768,国恩股份,山东,塑料,中小板,SZSE,S
002769.SZ,002769,普路通,深圳,仓储物流,中小板,SZSE,N
002770.SZ,002770,科迪乳业,河南,乳制品,中小板,SZSE,N
002771.SZ,002771,真视通,北京,软件服务,中小板,SZSE,N
002772.SZ,002772,众兴菌业,甘肃,种植业,中小板,SZSE,N
002773.SZ,002773,康弘药业,四川,中成药,中小板,SZSE,S
002774.SZ,002774,快意电梯,广东,运输设备,中小板,SZSE,N
002775.SZ,002775,文科园林,深圳,建筑施工,中小板,SZSE,N
002776.SZ,002776,柏堡龙,广东,服饰,中小板,SZSE,N
002777.SZ,002777,久远银海,四川,软件服务,中小板,SZSE,N
002778.SZ,002778,高科石化,江苏,石油加工,中小板,SZSE,N
002779.SZ,002779,中坚科技,浙江,农用机械,中小板,SZSE,N
002780.SZ,002780,三夫户外,北京,其他商业,中小板,SZSE,N
002781.SZ,002781,奇信股份,深圳,装修装饰,中小板,SZSE,N
002782.SZ,002782,可立克,深圳,电气设备,中小板,SZSE,S
002783.SZ,002783,凯龙股份,湖北,化工原料,中小板,SZSE,N
002785.SZ,002785,万里石,福建,其他建材,中小板,SZSE,N
002786.SZ,002786,银宝山新,深圳,专用机械,中小板,SZSE,N
002787.SZ,002787,华源控股,江苏,广告包装,中小板,SZSE,N
002788.SZ,002788,鹭燕医药,福建,医药商业,中小板,SZSE,N
002789.SZ,002789,建艺集团,深圳,装修装饰,中小板,SZSE,N
002790.SZ,002790,瑞尔特,福建,家居用品,中小板,SZSE,N
002791.SZ,002791,坚朗五金,广东,其他建材,中小板,SZSE,N
002792.SZ,002792,通宇通讯,广东,通信设备,中小板,SZSE,N
002793.SZ,002793,东音股份,浙江,专用机械,中小板,SZSE,N
002795.SZ,002795,永和智控,浙江,机械基件,中小板,SZSE,N
002796.SZ,002796,世嘉科技,江苏,专用机械,中小板,SZSE,N
002797.SZ,002797,第一创业,深圳,证券,中小板,SZSE,S
