,ts_code,stock_name,industry,market,stock_beta
438,002177.SZ,御银股份,电脑设备,中小板,1.2387811535948168
439,002178.SZ,延华智能,建筑施工,中小板,0.9974448550305715
440,002179.SZ,中航光电,元器件,中小板,0.6766078923301302
441,002180.SZ,纳思达,电脑设备,中小板,0.9169308639306292
442,002181.SZ,粤传媒,出版业,中小板,1.0165228891022384
443,002182.SZ,云海金属,小金属,中小板,1.0164246090911926
444,002185.SZ,华天科技,半导体,中小板,1.129545157257921
445,002186.SZ,全聚德,酒店餐饮,中小板,0.9139809465829402
446,002187.SZ,广百股份,百货,中小板,0.7720810113337626
447,002190.SZ,成飞集成,汽车配件,中小板,0.9095528482308687
448,002191.SZ,劲嘉股份,广告包装,中小板,0.7815458254119962
449,002192.SZ,融捷股份,专用机械,中小板,1.2232738733674502
450,002195.SZ,二三四五,软件服务,中小板,1.2673287974800205
451,002196.SZ,方正电机,纺织机械,中小板,0.8955290108127507
452,002199.SZ,东晶电子,元器件,中小板,0.8117697939034548
453,002200.SZ,云投生态,环境保护,中小板,1.0561674938827128
454,002201.SZ,九鼎新材,玻璃,中小板,1.078431371558117
455,002202.SZ,金风科技,电气设备,中小板,1.3483683438272307
456,002203.SZ,海亮股份,铜,中小板,0.7513145659230297
457,002204.SZ,大连重工,专用机械,中小板,0.5809672147910542
458,002206.SZ,海利得,化纤,中小板,0.9163900546425109
459,002208.SZ,合肥城建,区域地产,中小板,1.3156406640763902
460,002211.SZ,宏达新材,橡胶,中小板,0.817386167926146
461,002214.SZ,大立科技,电器仪表,中小板,1.0331004731155367
462,002215.SZ,诺普信,农药化肥,中小板,0.7584191878187896
463,002216.SZ,三全食品,食品,中小板,0.8121642475342277
464,002218.SZ,拓日新能,半导体,中小板,1.010195257339995
465,002222.SZ,福晶科技,元器件,中小板,1.1835067198938138
466,002223.SZ,鱼跃医疗,医疗保健,中小板,0.8154906319587978
467,002224.SZ,三力士,橡胶,中小板,1.070817854337254
468,002227.SZ,奥特迅,电气设备,中小板,0.9898062954062928
469,002228.SZ,合兴包装,广告包装,中小板,0.9431397181274533
470,002229.SZ,鸿博股份,广告包装,中小板,1.1057922360806913
471,002230.SZ,科大讯飞,软件服务,中小板,1.1796843611083623
472,002231.SZ,奥维通信,通信设备,中小板,1.066164721263923
473,002232.SZ,启明信息,软件服务,中小板,1.109383213546036
474,002233.SZ,塔牌集团,水泥,中小板,1.1917088127302284
475,002234.SZ,民和股份,农业综合,中小板,0.6609232282030846
476,002235.SZ,安妮股份,互联网,中小板,1.157295672759403
477,002236.SZ,大华股份,电器仪表,中小板,1.5966218718953822
478,002237.SZ,恒邦股份,黄金,中小板,0.45035648558487346
479,002238.SZ,天威视讯,影视音像,中小板,0.9439178461175184
480,002240.SZ,威华股份,家居用品,中小板,1.0721145225921935
481,002241.SZ,歌尔股份,元器件,中小板,1.2328359662415007
482,002242.SZ,九阳股份,家用电器,中小板,0.9031576261686456
483,002244.SZ,滨江集团,区域地产,中小板,1.0068405353964607
484,002245.SZ,澳洋顺昌,仓储物流,中小板,1.1836382003890553
485,002246.SZ,北化股份,化工原料,中小板,1.089808110080413
486,002247.SZ,聚力文化,软件服务,中小板,1.0100473974622042
487,002249.SZ,大洋电机,电气设备,中小板,0.8753453652284029
488,002250.SZ,联化科技,化工原料,中小板,0.7692390227560467
489,002253.SZ,川大智胜,软件服务,中小板,1.1281955248502993
490,002254.SZ,泰和新材,化纤,中小板,0.5246347061173792
491,002255.SZ,海陆重工,专用机械,中小板,0.8468653429216177
492,002258.SZ,利尔化学,农药化肥,中小板,1.2001669352115827
493,002261.SZ,拓维信息,互联网,中小板,1.0926264922992837
494,002262.SZ,恩华药业,化学制药,中小板,1.117003936711666
495,002264.SZ,新华都,超市连锁,中小板,1.1921394729449521
496,002265.SZ,西仪股份,汽车配件,中小板,1.1719195905717372
497,002266.SZ,浙富控股,电气设备,中小板,0.48377126315919156
498,002267.SZ,陕天然气,供气供热,中小板,0.7107151188441341
499,002268.SZ,卫士通,软件服务,中小板,1.256530647090668
500,002269.SZ,美邦服饰,服饰,中小板,0.8272866599875708
501,002271.SZ,东方雨虹,其他建材,中小板,1.3058403865663832
502,002272.SZ,川润股份,机械基件,中小板,0.8465519948722996
503,002273.SZ,水晶光电,元器件,中小板,1.434601668598336
504,002274.SZ,华昌化工,农药化肥,中小板,0.8453443541674054
505,002275.SZ,桂林三金,中成药,中小板,0.8587310551185547
506,002276.SZ,万马股份,电气设备,中小板,1.0304437255489034
507,002277.SZ,友阿股份,百货,中小板,0.9138075148302499
508,002279.SZ,久其软件,软件服务,中小板,1.2569052263169989
509,002280.SZ,联络互动,软件服务,中小板,1.1743974036592744
510,002281.SZ,光迅科技,通信设备,中小板,1.1873227947680762
511,002282.SZ,博深工具,轻工机械,中小板,1.329783654823503
512,002283.SZ,天润曲轴,汽车配件,中小板,1.0045814532478312
513,002284.SZ,亚太股份,汽车配件,中小板,1.0644406382196943
514,002285.SZ,世联行,房产服务,中小板,1.3717010507653304
515,002286.SZ,保龄宝,食品,中小板,0.8418504650673669
516,002287.SZ,奇正藏药,中成药,中小板,0.862367683590658
517,002290.SZ,中科新材,家用电器,中小板,1.072591392502475
518,002292.SZ,奥飞娱乐,影视音像,中小板,1.2261384539459232
519,002293.SZ,罗莱生活,纺织,中小板,1.1418677964593824
520,002294.SZ,信立泰,化学制药,中小板,1.1339939266265309
521,002295.SZ,精艺股份,铜,中小板,0.9839875813494918
522,002296.SZ,辉煌科技,通信设备,中小板,0.9246919788808483
523,002298.SZ,中电兴发,软件服务,中小板,1.0568785728555548
524,002299.SZ,圣农发展,农业综合,中小板,0.6640299845464099
525,002300.SZ,太阳电缆,电气设备,中小板,1.0432177993224594
526,002302.SZ,西部建设,水泥,中小板,0.9754172312302695
527,002303.SZ,美盈森,造纸,中小板,0.8310173786459579
528,002304.SZ,洋河股份,白酒,中小板,1.3293031467899794
529,002305.SZ,南国置业,区域地产,中小板,0.8470481952036027
530,002307.SZ,北新路桥,建筑施工,中小板,1.0251265380951995
531,002308.SZ,威创股份,电脑设备,中小板,1.1739307539049504
532,002311.SZ,海大集团,饲料,中小板,0.8465791038816594
533,002313.SZ,日海智能,通信设备,中小板,1.3612781201648543
534,002315.SZ,焦点科技,互联网,中小板,1.2400639945785925
535,002316.SZ,亚联发展,软件服务,中小板,0.9406411002132988
536,002317.SZ,众生药业,中成药,中小板,0.8819277149648445
537,002318.SZ,久立特材,特种钢,中小板,0.9675112305654846
538,002320.SZ,海峡股份,水运,中小板,1.072930703080839
539,002322.SZ,理工环科,环境保护,中小板,0.9299508251667788
540,002324.SZ,普利特,塑料,中小板,0.5157387561119624
541,002325.SZ,洪涛股份,装修装饰,中小板,0.9575975920407469
542,002326.SZ,永太科技,化工原料,中小板,1.1533136430485722
543,002327.SZ,富安娜,纺织,中小板,1.0973434938205833
544,002328.SZ,新朋股份,汽车配件,中小板,0.9266973520148591
545,002329.SZ,皇氏集团,乳制品,中小板,1.045686062162591
546,002330.SZ,得利斯,食品,中小板,0.7709337659698585
547,002332.SZ,仙琚制药,生物制药,中小板,0.8917103723725227
548,002333.SZ,罗普斯金,铝,中小板,0.828781411846545
549,002334.SZ,英威腾,电气设备,中小板,0.9444477054724848
550,002335.SZ,科华恒盛,电气设备,中小板,1.0899857978042444
551,002336.SZ,人人乐,超市连锁,中小板,1.03001785638535
552,002337.SZ,赛象科技,化工机械,中小板,0.9255254184277986
553,002338.SZ,奥普光电,电器仪表,中小板,1.1451618526506242
554,002339.SZ,积成电子,电气设备,中小板,0.8537144760561486
555,002340.SZ,格林美,小金属,中小板,1.1792265961461363
556,002342.SZ,巨力索具,机械基件,中小板,0.9367561070532374
557,002343.SZ,慈文传媒,影视音像,中小板,1.1404335098330851
558,002346.SZ,柘中股份,电气设备,中小板,1.1507744861011833
559,002347.SZ,泰尔股份,机械基件,中小板,0.9966881168857908
560,002348.SZ,高乐股份,文教休闲,中小板,0.8341761466268921
561,002349.SZ,精华制药,中成药,中小板,1.019294013959178
562,002351.SZ,漫步者,电脑设备,中小板,1.100417590431871
563,002352.SZ,顺丰控股,仓储物流,中小板,0.804709235967551
564,002353.SZ,杰瑞股份,化工机械,中小板,1.0476173229793666
565,002355.SZ,兴民智通,汽车配件,中小板,0.6706196198835214
566,002356.SZ,赫美集团,其他商业,中小板,0.8877281639680559
567,002360.SZ,同德化工,化工原料,中小板,0.8479746767525536
568,002361.SZ,神剑股份,化工原料,中小板,0.877169197523513
569,002362.SZ,汉王科技,电脑设备,中小板,1.1803723938204946
570,002363.SZ,隆基机械,汽车配件,中小板,1.0801597991333398
571,002364.SZ,中恒电气,电气设备,中小板,0.6554024784665412
572,002365.SZ,永安药业,化学制药,中小板,1.251452461284443
573,002367.SZ,康力电梯,运输设备,中小板,1.125665904375761
574,002368.SZ,太极股份,软件服务,中小板,1.053546801514603
575,002371.SZ,北方华创,专用机械,中小板,1.0010232198542097
576,002372.SZ,伟星新材,其他建材,中小板,1.037747004202713
577,002375.SZ,亚厦股份,装修装饰,中小板,1.1216139613328144
578,002376.SZ,新北洋,电脑设备,中小板,1.3059085719694294
579,002378.SZ,章源钨业,小金属,中小板,1.0999883037008635
580,002379.SZ,宏创控股,铝,中小板,1.0324711495049361
581,002380.SZ,科远股份,电气设备,中小板,1.0408349088715596
582,002381.SZ,双箭股份,橡胶,中小板,0.7626971556319839
583,002383.SZ,合众思壮,通信设备,中小板,0.8351998466660964
584,002386.SZ,天原集团,化工原料,中小板,1.0255609658911016
585,002389.SZ,航天彩虹,元器件,中小板,0.9539951778535771
586,002390.SZ,信邦制药,中成药,中小板,0.8337145529391008
587,002391.SZ,长青股份,农药化肥,中小板,0.9823138370347683
588,002392.SZ,北京利尔,其他建材,中小板,0.973497700458659
589,002393.SZ,力生制药,化学制药,中小板,0.9522296774277451
590,002394.SZ,联发股份,纺织,中小板,0.5591810834518851
591,002395.SZ,双象股份,塑料,中小板,1.0154447567498976
592,002396.SZ,星网锐捷,通信设备,中小板,1.069855936280761
593,002397.SZ,梦洁股份,纺织,中小板,0.6386581497258996
594,002399.SZ,海普瑞,化学制药,中小板,0.7476316383793351
595,002400.SZ,省广集团,广告包装,中小板,1.0945142578487759
596,002401.SZ,中远海科,软件服务,中小板,1.3194366956815973
597,002403.SZ,爱仕达,家用电器,中小板,0.7634772870036415
598,002404.SZ,嘉欣丝绸,纺织,中小板,0.7270624491420186
599,002405.SZ,四维图新,软件服务,中小板,1.2386867771428582
600,002406.SZ,远东传动,汽车配件,中小板,0.9475995647877495
601,002407.SZ,多氟多,化工原料,中小板,1.1708595788003204
602,002410.SZ,广联达,软件服务,中小板,0.9788822337817918
603,002412.SZ,汉森制药,中成药,中小板,0.2653997589237336
604,002414.SZ,高德红外,电器仪表,中小板,0.9423863404691948
605,002415.SZ,海康威视,电器仪表,中小板,1.4188110849852686
606,002416.SZ,爱施德,电器连锁,中小板,0.8834929936876034
607,002417.SZ,深南股份,多元金融,中小板,0.7779584520084942
608,002419.SZ,天虹股份,百货,中小板,1.1467030499639574
609,002420.SZ,毅昌股份,塑料,中小板,0.8758265807850671
610,002421.SZ,达实智能,软件服务,中小板,0.7876369797334729
611,002422.SZ,科伦药业,化学制药,中小板,1.1787005565098658
612,002424.SZ,贵州百灵,中成药,中小板,1.0260265976505722
613,002428.SZ,云南锗业,小金属,中小板,1.29395553452376
614,002429.SZ,兆驰股份,家用电器,中小板,0.9085783625322588
615,002430.SZ,杭氧股份,化工机械,中小板,1.1919809692975207
616,002432.SZ,九安医疗,医疗保健,中小板,1.055700152373463
617,002433.SZ,太安堂,中成药,中小板,1.1351402348392106
618,002434.SZ,万里扬,汽车配件,中小板,0.6729353915451651
619,002435.SZ,长江润发,化学制药,中小板,0.7383611479662852
620,002439.SZ,启明星辰,软件服务,中小板,1.1145010641428672
621,002440.SZ,闰土股份,染料涂料,中小板,1.648876590354924
622,002441.SZ,众业达,批发业,中小板,1.0147946640118382
623,002443.SZ,金洲管道,钢加工,中小板,0.7488877918303339
624,002444.SZ,巨星科技,轻工机械,中小板,1.148524751986825
625,002446.SZ,盛路通信,通信设备,中小板,1.1638037485011419
626,002448.SZ,中原内配,汽车配件,中小板,0.819159297720942
627,002449.SZ,国星光电,半导体,中小板,1.0329098315226384
628,002452.SZ,长高集团,电气设备,中小板,0.9611369137218155
629,002454.SZ,松芝股份,汽车配件,中小板,0.8571266732308437
630,002455.SZ,百川股份,化工原料,中小板,0.9635792376705047
631,002456.SZ,欧菲科技,元器件,中小板,1.4784705208649864
632,002457.SZ,青龙管业,塑料,中小板,1.1673734424382791
633,002460.SZ,赣锋锂业,小金属,中小板,1.3057456241615535
634,002461.SZ,珠江啤酒,啤酒,中小板,0.8163290545059083
635,002462.SZ,嘉事堂,医药商业,中小板,1.0761880394868824
636,002463.SZ,沪电股份,元器件,中小板,1.050655117672276
637,002465.SZ,海格通信,通信设备,中小板,0.995598545146633
638,002467.SZ,二六三,电信运营,中小板,1.0646617744910518
639,002468.SZ,申通快递,仓储物流,中小板,0.905995396029927
640,002469.SZ,三维工程,建筑施工,中小板,0.9661675505148539
641,002472.SZ,双环传动,机械基件,中小板,0.8216091520065804
642,002473.SZ,*ST圣莱,家用电器,中小板,0.7287298929887681
643,002474.SZ,榕基软件,软件服务,中小板,1.1461579526804153
644,002475.SZ,立讯精密,元器件,中小板,1.3004849941430585
645,002476.SZ,宝莫股份,化工原料,中小板,0.7970083826723833
646,002478.SZ,常宝股份,钢加工,中小板,0.8293911654125957
647,002479.SZ,富春环保,火力发电,中小板,0.9436436157619631
648,002481.SZ,双塔食品,食品,中小板,0.7502540746419719
649,002482.SZ,广田集团,装修装饰,中小板,1.0010375252172559
650,002483.SZ,润邦股份,工程机械,中小板,0.9070044224801087
651,002484.SZ,江海股份,元器件,中小板,1.157392072243036
652,002486.SZ,嘉麟杰,服饰,中小板,0.6945451869143153
653,002487.SZ,大金重工,钢加工,中小板,0.8802373274674542
654,002488.SZ,金固股份,汽车配件,中小板,0.6350803918882438
655,002489.SZ,浙江永强,家居用品,中小板,0.7434882788143699
656,002491.SZ,通鼎互联,通信设备,中小板,1.1921447332920343
657,002492.SZ,恒基达鑫,仓储物流,中小板,1.3005447981321532
658,002493.SZ,荣盛石化,化纤,中小板,0.8403602663533006
659,002494.SZ,华斯股份,服饰,中小板,1.1508257108499027
660,002495.SZ,佳隆股份,食品,中小板,0.9035160005772239
661,002497.SZ,雅化集团,化工原料,中小板,1.4105700298536068
662,002498.SZ,汉缆股份,电气设备,中小板,0.7582339157888334
663,002500.SZ,山西证券,证券,中小板,1.2365409771256848
664,002501.SZ,利源精制,铝,中小板,1.201443474190806
665,002503.SZ,搜于特,服饰,中小板,0.6999694227689112
666,002505.SZ,大康农业,农业综合,中小板,0.4057942182144453
667,002508.SZ,老板电器,家用电器,中小板,1.3827063604251018
668,002510.SZ,天汽模,汽车配件,中小板,1.1361115821150851
669,002511.SZ,中顺洁柔,造纸,中小板,1.1730978360135447
670,002514.SZ,宝馨科技,机械基件,中小板,0.3984725375717388
671,002516.SZ,旷达科技,纺织,中小板,0.7814786802410714
672,002518.SZ,科士达,电器仪表,中小板,1.04574454527864
673,002519.SZ,银河电子,通信设备,中小板,0.864760089124037
674,002521.SZ,齐峰新材,造纸,中小板,0.5054644790973999
675,002522.SZ,浙江众成,塑料,中小板,1.1753523053136317
676,002526.SZ,山东矿机,工程机械,中小板,0.9953961482419922
677,002527.SZ,新时达,电器仪表,中小板,0.9863062360070017
678,002528.SZ,英飞拓,电脑设备,中小板,1.0188662759703733
679,002530.SZ,金财互联,专用机械,中小板,1.1677115778637852
680,002531.SZ,天顺风能,电气设备,中小板,1.1330891440803246
681,002533.SZ,金杯电工,电气设备,中小板,1.0625393169959874
682,002534.SZ,杭锅股份,专用机械,中小板,0.9661148481649872
683,002535.SZ,林州重机,工程机械,中小板,0.9616548341735498
684,002536.SZ,西泵股份,汽车配件,中小板,0.798390081102411
685,002537.SZ,海联金汇,汽车整车,中小板,0.45036980962665046
686,002539.SZ,云图控股,农药化肥,中小板,0.9389221878249375
687,002540.SZ,亚太科技,铝,中小板,0.6628869905087834
688,002541.SZ,鸿路钢构,钢加工,中小板,0.7819720063781403
689,002542.SZ,中化岩土,建筑施工,中小板,1.0574695830653151
690,002543.SZ,万和电气,家用电器,中小板,0.7525437674088468
691,002544.SZ,杰赛科技,软件服务,中小板,1.188623300027684
692,002546.SZ,新联电子,电气设备,中小板,0.7285480051422134
693,002547.SZ,春兴精工,通信设备,中小板,0.6786273881198563
694,002549.SZ,凯美特气,环境保护,中小板,0.7351136055795542
695,002550.SZ,千红制药,生物制药,中小板,0.7448973875082834
696,002551.SZ,尚荣医疗,医疗保健,中小板,1.0364452869471292
697,002553.SZ,南方轴承,汽车配件,中小板,1.052514542595085
698,002554.SZ,惠博普,石油开采,中小板,1.0483692392793147
699,002555.SZ,三七互娱,互联网,中小板,1.043711754713999
700,002556.SZ,辉隆股份,其他商业,中小板,1.0518041109372642
701,002557.SZ,洽洽食品,食品,中小板,0.9818397522601826
702,002559.SZ,亚威股份,机床制造,中小板,0.974982042065215
703,002561.SZ,徐家汇,百货,中小板,0.8499265003080005
704,002562.SZ,兄弟科技,化学制药,中小板,1.0517281325610115
705,002563.SZ,森马服饰,服饰,中小板,1.0551021913921428
706,002564.SZ,天沃科技,化工机械,中小板,0.571853788349943
707,002565.SZ,顺灏股份,造纸,中小板,0.6051143313953313
708,002566.SZ,益盛药业,中成药,中小板,0.8866199418619906
709,002567.SZ,唐人神,饲料,中小板,0.7795989194418318
710,002568.SZ,百润股份,红黄药酒,中小板,1.0033614916451374
711,002572.SZ,索菲亚,家居用品,中小板,1.3198056055027905
712,002574.SZ,明牌珠宝,服饰,中小板,0.9160006349940361
713,002576.SZ,通达动力,电气设备,中小板,1.1654240476434314
714,002577.SZ,雷柏科技,电脑设备,中小板,1.4279630348298615
715,002581.SZ,未名医药,生物制药,中小板,1.1322400806511261
716,002582.SZ,好想你,食品,中小板,1.0373809806375964
717,002583.SZ,海能达,通信设备,中小板,1.2500831386148177
718,002585.SZ,双星新材,塑料,中小板,0.7516484673224737
719,002586.SZ,围海股份,建筑施工,中小板,0.6317576610737287
720,002587.SZ,奥拓电子,元器件,中小板,0.9813874471179842
721,002588.SZ,史丹利,农药化肥,中小板,0.9223892969652128
722,002589.SZ,瑞康医药,医药商业,中小板,1.0481637192585154
723,002590.SZ,万安科技,汽车配件,中小板,1.0827291693590018
724,002593.SZ,日上集团,汽车配件,中小板,0.9248489565696725
725,002594.SZ,比亚迪,汽车整车,中小板,1.1179873661582096
726,002595.SZ,豪迈科技,专用机械,中小板,0.6930829468450004
727,002597.SZ,金禾实业,化工原料,中小板,1.3164887465498223
728,002600.SZ,领益智造,元器件,中小板,1.3002120402583373
729,002603.SZ,以岭药业,中成药,中小板,0.9368790897565271
730,002605.SZ,姚记扑克,文教休闲,中小板,0.9147845511962146
731,002608.SZ,江苏国信,火力发电,中小板,0.8293665704123848
732,002612.SZ,朗姿股份,服饰,中小板,0.9984495807404241
733,002613.SZ,北玻股份,专用机械,中小板,0.9042706012279889
734,002614.SZ,奥佳华,医疗保健,中小板,1.0606201953284131
735,002615.SZ,哈尔斯,家居用品,中小板,0.8173297797229605
736,002616.SZ,长青集团,环境保护,中小板,0.8522967723597759
737,002618.SZ,丹邦科技,元器件,中小板,1.2022100069043635
738,002620.SZ,瑞和股份,装修装饰,中小板,1.1104831765313532
739,002623.SZ,亚玛顿,玻璃,中小板,1.043938331231037
740,002626.SZ,金达威,食品,中小板,1.1895202216606162
741,002627.SZ,宜昌交运,公共交通,中小板,0.8006840643069599
742,002629.SZ,仁智股份,石油开采,中小板,1.1611437613604636
743,002631.SZ,德尔未来,家居用品,中小板,1.206815768285301
744,002632.SZ,道明光学,化工原料,中小板,0.9891047993387243
745,002633.SZ,申科股份,机械基件,中小板,1.0998705690319797
746,002634.SZ,棒杰股份,服饰,中小板,0.9852051073967591
747,002635.SZ,安洁科技,电脑设备,中小板,1.5407891953264652
748,002636.SZ,金安国纪,元器件,中小板,1.1607488075020378
749,002638.SZ,勤上股份,半导体,中小板,1.0141949301023467
750,002639.SZ,雪人股份,专用机械,中小板,0.5033196305813471
751,002640.SZ,跨境通,服饰,中小板,1.020275186821285
752,002641.SZ,永高股份,塑料,中小板,0.5302540081972763
753,002642.SZ,荣之联,软件服务,中小板,1.1385882901780136
754,002643.SZ,万润股份,化工原料,中小板,0.9376282713662215
755,002644.SZ,佛慈制药,中成药,中小板,0.8324667200054862
756,002645.SZ,华宏科技,专用机械,中小板,0.9120778446175838
757,002646.SZ,青青稞酒,白酒,中小板,0.9647197903517795
758,002648.SZ,卫星石化,化工原料,中小板,1.4261288227785553
759,002649.SZ,博彦科技,软件服务,中小板,1.16660542783517
760,002651.SZ,利君股份,专用机械,中小板,1.1724401507045048
761,002652.SZ,扬子新材,其他建材,中小板,0.5353072574557288
762,002653.SZ,海思科,化学制药,中小板,0.8255576700543358
763,002654.SZ,万润科技,半导体,中小板,1.1261637211876279
764,002655.SZ,共达电声,元器件,中小板,1.383014428006901
765,002657.SZ,中科金财,软件服务,中小板,1.2927233149375297
766,002658.SZ,雪迪龙,环境保护,中小板,1.123377487875681
767,002660.SZ,茂硕电源,电气设备,中小板,0.925285719087085
768,002664.SZ,长鹰信质,汽车配件,中小板,0.7460604411806109
769,002666.SZ,德联集团,化工原料,中小板,0.8141274648807676
770,002667.SZ,鞍重股份,工程机械,中小板,1.2942078067224856
771,002670.SZ,国盛金控,证券,中小板,0.7289008922915668
772,002671.SZ,龙泉股份,其他建材,中小板,0.9570442984782618
773,002672.SZ,东江环保,环境保护,中小板,0.8565969197787977
774,002673.SZ,西部证券,证券,中小板,1.210123142333607
775,002674.SZ,兴业科技,纺织,中小板,0.6337479119643994
776,002677.SZ,浙江美大,家用电器,中小板,1.2205823689593667
777,002678.SZ,珠江钢琴,文教休闲,中小板,0.6700369935749881
778,002679.SZ,福建金森,林业,中小板,0.5399195760520921
779,002681.SZ,奋达科技,家用电器,中小板,1.241122353420111
780,002682.SZ,龙洲股份,公路,中小板,0.9560943816485694
781,002683.SZ,宏大爆破,化工原料,中小板,1.0316577068949329
782,002685.SZ,华东重机,工程机械,中小板,1.0701748575023953
783,002686.SZ,亿利达,专用机械,中小板,0.8880531630824965
784,002687.SZ,乔治白,服饰,中小板,1.0149313946934295
785,002688.SZ,金河生物,化学制药,中小板,0.7783440786981559
786,002689.SZ,远大智能,运输设备,中小板,0.8025838546081034
787,002690.SZ,美亚光电,专用机械,中小板,0.9338308276254461
788,002691.SZ,冀凯股份,专用机械,中小板,1.0202321133088323
789,002693.SZ,双成药业,化学制药,中小板,1.0652292510571746
790,002695.SZ,煌上煌,食品,中小板,0.9451280358561738
791,002696.SZ,百洋股份,渔业,中小板,0.7405740245830965
792,002698.SZ,博实股份,化工机械,中小板,0.9827531983949825
793,002700.SZ,新疆浩源,供气供热,中小板,0.5009606509982476
794,002701.SZ,奥瑞金,广告包装,中小板,0.38216860992099694
795,002702.SZ,海欣食品,食品,中小板,1.0099497392633336
796,002703.SZ,浙江世宝,汽车配件,中小板,1.1641320061562732
797,002705.SZ,新宝股份,家用电器,中小板,0.7637485789666639
798,002706.SZ,良信电器,电气设备,中小板,0.7633406996551116
799,002708.SZ,光洋股份,汽车配件,中小板,1.2021055572001673
800,002709.SZ,天赐材料,化工原料,中小板,1.1230017246735402
801,002712.SZ,思美传媒,广告包装,中小板,0.5658981583055783
802,002713.SZ,东易日盛,装修装饰,中小板,1.0476199991452182
803,002714.SZ,牧原股份,农业综合,中小板,0.6553318821564722
804,002715.SZ,登云股份,汽车配件,中小板,1.1336805605969045
805,002717.SZ,岭南股份,环境保护,中小板,0.5793920148784214
806,002718.SZ,友邦吊顶,家居用品,中小板,1.044018135580351
807,002722.SZ,金轮股份,纺织机械,中小板,0.9880935805749662
808,002724.SZ,海洋王,半导体,中小板,0.9350582283827408
809,002725.SZ,跃岭股份,汽车配件,中小板,0.887220279223942
810,002727.SZ,一心堂,医药商业,中小板,1.137819608494016
811,002728.SZ,特一药业,中成药,中小板,0.7168947886633914
812,002730.SZ,电光科技,电气设备,中小板,1.0112268008482603
813,002731.SZ,萃华珠宝,服饰,中小板,0.4863668913074014
814,002732.SZ,燕塘乳业,乳制品,中小板,0.9294626096947618
815,002733.SZ,雄韬股份,电气设备,中小板,1.0870047122799682
816,002734.SZ,利民股份,农药化肥,中小板,0.6220157434780204
817,002736.SZ,国信证券,证券,中小板,1.0960099917545756
818,002737.SZ,葵花药业,中成药,中小板,0.8489454950616353
819,002741.SZ,光华科技,化工原料,中小板,1.0862677914312426
820,002743.SZ,富煌钢构,钢加工,中小板,1.0964053956949897
821,002746.SZ,仙坛股份,农业综合,中小板,0.7577374262875906
822,002747.SZ,埃斯顿,机械基件,中小板,1.2140660190575447
823,002748.SZ,世龙实业,化工原料,中小板,0.8790621959066065
824,002749.SZ,国光股份,农药化肥,中小板,0.8497383175272426
825,002750.SZ,龙津药业,中成药,中小板,1.0665250157322497
826,002752.SZ,昇兴股份,广告包装,中小板,0.8280878447449583
827,002753.SZ,永东股份,化工原料,中小板,1.0684241499944727
828,002756.SZ,永兴特钢,特种钢,中小板,0.8705198342841951
829,002758.SZ,华通医药,医药商业,中小板,1.2096338860157652
830,002759.SZ,天际股份,家用电器,中小板,0.5222524443448111
831,002762.SZ,金发拉比,服饰,中小板,1.1574515660594455
832,002763.SZ,汇洁股份,服饰,中小板,0.9441443859847756
833,002766.SZ,索菱股份,汽车配件,中小板,1.0264915212984758
834,002767.SZ,先锋电子,电器仪表,中小板,0.9972596117603535
835,002768.SZ,国恩股份,塑料,中小板,0.44198969313255826
836,002771.SZ,真视通,软件服务,中小板,1.271326058049483
837,002772.SZ,众兴菌业,种植业,中小板,0.8546814065911951
838,002773.SZ,康弘药业,中成药,中小板,0.7782378451412356
839,002774.SZ,快意电梯,运输设备,中小板,0.949035453145147
840,002776.SZ,柏堡龙,服饰,中小板,0.825338779512557
841,002777.SZ,久远银海,软件服务,中小板,1.0284449824823148
842,002779.SZ,中坚科技,农用机械,中小板,0.9286554972697681
843,002780.SZ,三夫户外,其他商业,中小板,1.014500747042249
844,002781.SZ,奇信股份,装修装饰,中小板,0.8832320016976307
845,002782.SZ,可立克,电气设备,中小板,1.1557442507498077
846,002783.SZ,凯龙股份,化工原料,中小板,1.1350923754716862
847,002786.SZ,银宝山新,专用机械,中小板,0.9988332185736828
848,002787.SZ,华源控股,广告包装,中小板,1.223502459710525
849,002788.SZ,鹭燕医药,医药商业,中小板,0.9914230706552741
850,002789.SZ,建艺集团,装修装饰,中小板,0.9534030041679953
851,002790.SZ,瑞尔特,家居用品,中小板,1.2163644534222098
852,002791.SZ,坚朗五金,其他建材,中小板,0.8800687786249953
853,002792.SZ,通宇通讯,通信设备,中小板,0.9292289157683971
854,002793.SZ,东音股份,专用机械,中小板,0.905686815957448
855,002796.SZ,世嘉科技,专用机械,中小板,1.0714238443256525
856,002797.SZ,第一创业,证券,中小板,1.3584324382864397
857,002798.SZ,帝欧家居,家居用品,中小板,1.1312281675768234
858,002800.SZ,天顺股份,仓储物流,中小板,1.2028918200397176
859,002801.SZ,微光股份,电气设备,中小板,1.0867698315184977
860,002802.SZ,洪汇新材,化工原料,中小板,1.2194675854221204
861,002803.SZ,吉宏股份,广告包装,中小板,1.1056934271467362
862,002805.SZ,丰元股份,化工原料,中小板,1.2598504307250389
863,002807.SZ,江阴银行,银行,中小板,1.1368007622528813
864,002808.SZ,恒久科技,元器件,中小板,0.6031947982732689
865,002809.SZ,红墙股份,化工原料,中小板,1.1435436661224536
866,002810.SZ,山东赫达,化工原料,中小板,1.1423351277033107
